,Invoice No,Line Item,Month,Order Date,Order Type,Material,Mat. Grp Desc,Batch No,Base UoM,Qty in Sales Unit,Sales Unit,Sales Qty,Frieght Charged,Freight Incurred,Interest,Net Value /KL (NET_VAL_KL),Packing Cost /KL,Total Packing Cost,RM Cost /KL,Total RM Cost,Total Variable Cost,Total Value,NET_CONT_KL,DENSITY,Sales District,Region,REG_DESC,Payer,Customer,Employee,Sales manager,Industry Code,Customer Grp,Industry Desc,MATKL,Mat Grp1 Text,Mat Grp 2 Text,City,Doc Curr,Plant,Plant Desc,CGST,SGST,UGST,IGST,Commission_N,Basic Sale Price,Credit Days,Discount,Revenue,hierarchical_cluster
294,9501685999,10,0,2024-02-20,0,33,19,25,0,111.0,2,23.199,0.0,0.0,6073.77,74530.65,8969.35,208079.95,68964.0,1599895.84,75037.77,1729036.55,-507.12,0.829,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,174340.49,174340.49,0.0,0.0,0,83500.0,180,0,1937116.5000000002,4
295,9501686000,10,0,2024-02-20,0,33,19,25,0,100.0,2,20.9,0.0,0.0,6073.77,74530.65,8969.35,187459.42,68964.0,1441347.6,75037.77,1557690.59,-507.12,0.829,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,157063.5,157063.5,0.0,0.0,0,83500.0,180,0,1745149.9999999998,4
307,9501686038,10,0,2024-02-21,0,25,29,29,0,65.0,2,13.585,0.0,0.0,6255.62,76933.83,9066.17,123163.92,69059.31,938170.73,75314.93,1045146.08,1618.9,0.822,6,13,5,31,37,16,9,7,37,8,0,0,18,6,0,1010,0,105147.9,105147.9,0.0,0.0,0,86000.0,180,0,1168310.0,4
308,9501686039,10,0,2024-02-21,0,25,29,29,0,87.0,2,18.183,0.0,0.0,6255.62,76933.83,9066.17,164850.17,69059.31,1255705.43,75314.93,1398887.83,1618.9,0.822,6,13,5,31,37,16,9,7,37,8,0,0,18,6,0,1010,0,140736.42,140736.42,0.0,0.0,0,86000.0,180,0,1563738.0,4
360,9501686293,10,0,2024-02-28,0,33,19,20,0,100.0,2,20.9,0.0,1650.72,988.05,70782.97,9066.31,189485.88,71754.26,1499664.03,72742.31,1479364.07,-1959.34,0.824,5,13,5,258,230,11,10,8,222,9,0,0,14,67,0,1010,0,153301.5,153301.5,0.0,0.0,0,81500.0,30,0,1703350.0,4
364,9501686332,10,0,2024-02-29,0,33,19,20,0,100.0,2,20.9,0.0,1650.72,988.05,70782.97,9066.31,189485.88,71754.26,1499664.03,72742.31,1479364.07,-1959.34,0.824,5,13,5,258,230,11,10,8,222,9,0,0,14,67,0,1010,0,153301.5,153301.5,0.0,0.0,0,81500.0,30,0,1703350.0,4
366,9501686355,10,0,2024-02-29,0,33,19,20,0,100.0,2,20.9,0.0,1650.72,988.05,70782.97,9066.31,189485.88,71754.26,1499664.03,72742.31,1479364.07,-1959.34,0.824,5,13,5,258,230,11,10,8,222,9,0,0,14,67,0,1010,0,153301.5,153301.5,0.0,0.0,0,81500.0,30,0,1703350.0,4
367,9501686356,10,0,2024-02-29,0,33,19,20,0,100.0,2,20.9,0.0,1650.72,988.05,70782.97,9066.31,189485.88,71754.26,1499664.03,72742.31,1479364.07,-1959.34,0.824,5,13,5,258,230,11,10,8,222,9,0,0,14,67,0,1010,0,153301.5,153301.5,0.0,0.0,0,81500.0,30,0,1703350.0,4
379,9501686385,10,2,2024-03-01,0,33,19,20,0,100.0,2,20.9,0.0,0.0,1365.89,75433.69,9066.31,189485.88,71754.26,1499664.03,73120.15,1576564.12,2313.54,0.824,0,25,7,45,41,0,4,0,42,0,0,0,14,105,0,1010,0,0.0,0.0,0.0,317889.0,0,84500.0,40,0,1766049.9999999998,4
495,9501686793,10,2,2024-03-14,0,33,19,41,0,100.0,2,20.9,0.0,2599.49,3434.93,73356.99,9043.52,189009.57,67695.0,1414825.5,71129.93,1533161.09,2227.06,0.824,4,1,0,103,95,6,12,7,181,8,0,0,14,175,0,1010,0,0.0,0.0,0.0,319770.0,0,85000.0,100,0,1776499.9999999998,4
510,9501686884,10,2,2024-03-18,0,33,19,41,0,100.0,2,20.9,0.0,2835.5,3434.93,73120.98,9043.52,189009.57,67695.0,1414825.5,71129.93,1528228.48,1991.05,0.824,4,1,0,103,95,6,12,7,181,8,0,0,14,175,0,1010,0,0.0,0.0,0.0,319770.0,0,85000.0,100,0,1776499.9999999998,4
529,9501686960,10,2,2024-03-20,0,33,19,41,0,80.0,2,16.72,0.0,0.0,1365.89,75456.48,9043.52,151207.65,67695.0,1131860.4,69060.89,1261632.35,6395.59,0.824,0,25,7,45,41,0,4,0,42,0,0,0,14,105,0,1010,0,0.0,0.0,0.0,254311.2,0,84500.0,40,0,1412840.0,4
593,9503657257,10,1,2024-01-03,0,27,26,145,0,105.0,2,21.945,0.0,2997.13,3556.16,76091.13,8911.74,195568.13,67395.96,1479004.34,70952.12,1669819.85,5139.01,0.819,2,30,1,62,52,2,3,8,52,9,0,0,17,84,0,1011,1,0.0,0.0,0.0,347608.8,0,88000.0,100,0,1931160.0,4
599,9503657265,20,1,2024-01-03,0,27,26,127,0,70.0,2,14.63,0.0,1025.29,6921.55,85224.96,8904.75,130276.49,67394.0,985974.22,74315.55,1246841.16,10909.41,0.815,7,6,2,96,98,14,5,8,95,9,0,0,17,206,0,1011,1,0.0,0.0,0.0,250581.18,0,95155.0,180,0,1392117.6500000001,4
609,9503657278,20,1,2024-01-04,0,33,19,147,0,100.0,2,20.9,0.0,2519.5,3434.93,73570.18,8910.32,186225.69,70725.13,1478155.22,74160.06,1537616.76,-589.88,0.821,4,1,0,103,95,6,12,7,181,8,0,0,14,175,0,1011,1,0.0,0.0,0.0,319770.0,0,85000.0,100,0,1776499.9999999998,4
620,9503657295,10,1,2024-01-05,0,33,19,147,0,120.0,2,25.08,0.0,3973.44,3535.96,74616.24,8910.32,223470.83,70725.13,1773786.26,74261.09,1871375.3,355.15,0.821,1,30,1,67,68,1,2,7,69,8,0,0,14,119,0,1011,1,0.0,0.0,0.0,395010.0,0,87500.0,100,0,2194500.0,4
664,9503657379,10,1,2024-01-09,0,33,19,147,0,88.0,2,18.392,0.0,0.0,3500.6,73589.68,8910.32,163878.61,70725.13,1300776.59,74225.73,1353461.39,-636.05,0.821,7,6,2,303,288,14,5,7,257,8,0,0,14,41,0,1011,1,0.0,0.0,0.0,273121.2,0,82500.0,105,0,1517340.0,4
697,9503657461,10,1,2024-01-13,0,33,19,152,0,80.0,2,16.72,0.0,4663.76,1900.33,71927.4,8908.84,148955.8,71517.16,1195766.92,73417.49,1202626.13,-1490.09,0.823,4,22,6,75,70,5,11,7,71,8,0,0,14,42,0,1011,1,0.0,0.0,0.0,257320.8,0,85500.0,55,0,1429560.0,4
730,9503657547,10,1,2024-01-18,0,27,26,138,0,111.0,2,23.199,4400.0,2859.02,2621.45,84543.4,8897.58,206414.96,64349.57,1492845.67,66971.02,1961322.34,17572.38,0.815,4,22,6,114,103,5,11,7,99,8,0,0,17,97,0,1011,1,0.0,0.0,0.0,402549.05,100,92000.0,70,0,2134308.0,4
733,9503657550,10,1,2024-01-18,0,27,26,138,0,105.0,2,21.945,4400.0,2884.99,2621.45,84517.43,8897.58,195257.39,64349.57,1412151.31,66971.02,1854735.0,17546.41,0.815,4,22,6,114,103,5,11,7,99,8,0,0,17,97,0,1011,1,0.0,0.0,0.0,380789.64,100,92000.0,70,0,2018940.0,4
741,9503657564,10,1,2024-01-19,0,27,26,138,0,93.0,2,19.437,0.0,977.52,3100.53,75374.9,8897.58,172942.26,64349.57,1250762.59,67450.1,1465061.93,7924.8,0.815,5,6,2,3,21,10,6,7,21,8,0,0,17,214,0,1011,1,0.0,0.0,0.0,298260.77,0,85250.0,90,0,1657004.25,4
742,9503657566,10,1,2024-01-19,0,27,26,149,0,93.0,2,19.437,0.0,977.52,3100.53,75422.92,8849.56,172008.9,60925.0,1184199.23,64025.53,1465995.3,11397.39,0.824,5,6,2,3,21,10,6,7,21,8,0,0,17,214,0,1011,1,0.0,0.0,0.0,298260.77,0,85250.0,90,0,1657004.25,4
743,9503657567,10,1,2024-01-19,0,25,29,106,0,109.0,2,22.781,4200.0,2887.14,2394.29,76208.15,8904.71,202858.2,72616.72,1654281.5,75011.01,1736097.87,1197.14,0.82,4,22,6,114,103,5,11,7,99,8,0,0,18,97,0,1011,1,0.0,0.0,0.0,361671.16,200,84000.0,70,0,1913604.0,4
744,9503657568,10,1,2024-01-19,0,25,29,106,0,109.0,2,22.781,4200.0,2887.14,2394.29,76208.15,8904.71,202858.2,72616.72,1654281.5,75011.01,1736097.87,1197.14,0.82,4,22,6,114,103,5,11,7,99,8,0,0,18,97,0,1011,1,0.0,0.0,0.0,361671.16,200,84000.0,70,0,1913604.0,4
770,9503657624,10,1,2024-01-22,0,33,19,86,0,90.0,2,18.81,0.0,2799.44,3434.93,73294.85,8905.71,167516.41,73218.99,1377249.2,76653.92,1378676.13,-3359.07,0.821,4,1,0,103,95,6,12,7,181,8,0,0,14,175,0,1011,1,0.0,0.0,0.0,287793.0,0,85000.0,100,0,1598850.0,4
817,9503657711,10,1,2024-01-27,0,25,29,106,0,104.0,2,21.736,4200.0,3025.95,2394.29,76069.34,8904.71,193552.78,72616.72,1578397.03,75011.01,1653443.17,1058.33,0.82,4,22,6,114,103,5,11,7,99,8,0,0,18,97,0,1011,1,0.0,0.0,0.0,345080.74,200,84000.0,70,0,1825824.0,4
824,9503657723,10,1,2024-01-27,0,34,22,136,0,116.0,2,24.244,0.0,0.0,3585.46,75600.44,8899.56,215760.93,73995.02,1793935.26,77580.48,1832857.07,-1980.04,0.824,7,6,2,303,288,14,5,7,257,8,0,0,15,41,0,1011,1,0.0,0.0,0.0,368751.24,0,84500.0,105,0,2048618.0,4
825,9503657724,10,1,2024-01-27,0,25,29,106,0,104.0,2,21.736,4200.0,3025.95,2394.29,76069.34,8904.71,193552.78,72616.72,1578397.03,75011.01,1653443.17,1058.33,0.82,4,22,6,114,103,5,11,7,99,8,0,0,18,97,0,1011,1,0.0,0.0,0.0,345080.74,200,84000.0,70,0,1825824.0,4
830,9503657737,10,1,2024-01-29,0,27,26,138,0,93.0,2,19.437,0.0,1138.19,3238.33,75214.23,8897.58,172942.26,64349.57,1250762.59,67587.9,1461938.99,7626.33,0.815,5,6,2,3,21,10,6,7,21,8,0,0,17,214,0,1011,1,0.0,0.0,0.0,298260.77,0,85250.0,94,0,1657004.25,4
831,9503657738,10,1,2024-01-29,0,34,22,136,0,96.0,2,20.064,0.0,0.0,6732.47,76100.44,8899.56,178560.77,73995.02,1484636.08,80727.49,1526879.23,-4627.05,0.824,6,12,4,43,45,13,1,7,44,8,0,0,15,113,0,1011,1,0.0,0.0,0.0,306979.2,0,85000.0,196,0,1705440.0,4
842,9503657756,10,1,2024-01-29,0,33,19,124,0,100.0,2,20.9,0.0,0.0,0.0,74600.44,8899.56,186000.8,73000.47,1525709.82,73000.47,1559149.2,1599.97,0.823,5,12,4,191,182,12,10,10,175,4,0,0,14,161,0,1011,1,0.0,0.0,0.0,314127.0,0,83500.0,0,0,1745149.9999999998,4
851,9503657779,10,1,2024-01-30,0,27,26,138,0,93.0,2,19.437,0.0,1138.19,3203.88,75214.23,8897.58,172942.26,64349.57,1250762.59,67553.45,1461938.99,7660.78,0.815,5,6,2,3,21,10,6,7,21,8,0,0,17,214,0,1011,1,0.0,0.0,0.0,298260.77,0,85250.0,93,0,1657004.25,4
877,9503657833,20,0,2024-02-03,0,27,26,75,0,50.0,2,10.45,0.0,3444.98,3495.55,74155.5,8899.52,92999.98,73300.0,765985.0,76795.55,774924.98,-2640.05,0.819,4,1,0,103,95,6,12,7,181,8,0,0,17,175,0,1011,1,0.0,0.0,0.0,162706.5,0,86500.0,100,0,903924.9999999999,4
884,9503657848,10,0,2024-02-03,0,27,26,145,0,109.0,2,22.781,7937.8,2574.51,3008.18,77951.55,8911.74,203018.35,67395.96,1535347.36,70404.14,1775814.26,7547.41,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,366746.85,0,81500.0,90,0,1856651.5,4
888,9503657858,10,0,2024-02-05,0,27,26,145,0,107.0,2,22.363,7937.8,4674.46,3008.18,75851.6,8911.74,199293.24,67395.96,1507175.85,70404.14,1696269.33,5447.46,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,360017.55,0,81500.0,90,0,1822584.5,4
890,9503657860,10,0,2024-02-05,0,27,26,145,0,106.0,2,22.154,7937.8,4718.56,3008.18,75807.5,8911.74,197430.69,67395.96,1493090.1,70404.14,1679439.36,5403.36,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,356652.9,0,81500.0,90,0,1805551.0,4
891,9503657861,10,0,2024-02-05,0,27,26,145,0,106.0,2,22.154,7937.8,4718.56,3008.18,75807.5,8911.74,197430.69,67395.96,1493090.1,70404.14,1679439.36,5403.36,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,356652.9,0,81500.0,90,0,1805551.0,4
892,9503657862,10,0,2024-02-05,0,27,26,145,0,107.0,2,22.363,6652.1,4699.15,3001.05,74541.21,8911.74,199293.24,67395.96,1507175.85,70397.01,1666965.08,4144.2,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,354842.17,0,81500.0,90,0,1822584.5,4
893,9503657863,10,0,2024-02-05,0,27,26,145,0,107.0,2,22.363,6652.1,4699.15,3001.05,74541.21,8911.74,199293.24,67395.96,1507175.85,70397.01,1666965.08,4144.2,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,354842.17,0,81500.0,90,0,1822584.5,4
897,9503657871,10,0,2024-02-05,0,27,26,145,0,107.0,2,22.363,6652.1,4699.15,3001.05,74541.21,8911.74,199293.24,67395.96,1507175.85,70397.01,1666965.08,4144.2,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,354842.17,0,81500.0,90,0,1822584.5,4
901,9503657876,10,0,2024-02-06,0,27,26,145,0,107.0,2,22.363,6174.8,4257.93,2998.4,74505.13,8911.74,199293.24,67395.96,1507175.85,70394.36,1666158.22,4110.77,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,352920.88,0,81500.0,90,0,1822584.5,4
902,9503657878,10,0,2024-02-06,0,27,26,145,0,107.0,2,22.363,6174.8,4257.93,2998.4,74505.13,8911.74,199293.24,67395.96,1507175.85,70394.36,1666158.22,4110.77,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,352920.88,0,81500.0,90,0,1822584.5,4
905,9503657882,10,0,2024-02-06,0,27,26,145,0,107.0,2,22.363,6174.8,4257.93,2998.4,74505.13,8911.74,199293.24,67395.96,1507175.85,70394.36,1666158.22,4110.77,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,352920.88,0,81500.0,90,0,1822584.5,4
906,9503657883,10,0,2024-02-06,0,27,26,145,0,107.0,2,22.363,6174.8,4257.93,2998.4,74505.13,8911.74,199293.24,67395.96,1507175.85,70394.36,1666158.22,4110.77,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,352920.88,0,81500.0,90,0,1822584.5,4
919,9503657902,10,0,2024-02-07,0,27,26,145,0,107.0,2,22.363,7813.1,5063.23,3007.49,75338.13,8911.74,199293.24,67395.96,1507175.85,70403.45,1684786.6,4934.68,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,359515.59,0,81500.0,90,0,1822584.5,4
923,9503657908,10,0,2024-02-07,0,27,26,145,0,107.0,2,22.363,7813.1,5063.23,3007.49,75338.13,8911.74,199293.24,67395.96,1507175.85,70403.45,1684786.6,4934.68,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,359515.59,0,81500.0,90,0,1822584.5,4
927,9503657914,10,0,2024-02-07,0,27,26,145,0,107.0,2,22.363,7813.1,5063.23,3007.49,75338.13,8911.74,199293.24,67395.96,1507175.85,70403.45,1684786.6,4934.68,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,359515.59,0,81500.0,90,0,1822584.5,4
939,9503657943,10,0,2024-02-08,0,27,26,145,0,107.0,2,22.363,6652.1,4699.15,3001.05,74541.21,8911.74,199293.24,67395.96,1507175.85,70397.01,1666965.08,4144.2,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,354842.17,0,81500.0,90,0,1822584.5,4
941,9503657945,10,0,2024-02-08,0,33,19,144,0,50.0,2,10.45,0.0,3258.0,3364.21,71092.46,8899.54,93000.19,73640.44,769542.6,77004.65,742916.21,-5912.19,0.825,4,1,0,77,74,6,12,7,73,8,0,0,14,150,0,1011,1,0.0,0.0,0.0,156593.25,0,83250.0,100,0,869962.4999999999,4
947,9503657954,10,0,2024-02-08,0,27,26,145,0,107.0,2,22.363,7813.1,5063.23,3007.49,75338.13,8911.74,199293.24,67395.96,1507175.85,70403.45,1684786.6,4934.68,0.819,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,359515.59,0,81500.0,90,0,1822584.5,4
977,9503658000,10,0,2024-02-10,0,33,19,78,0,80.0,2,16.72,0.0,4663.73,1878.1,70936.75,8899.52,148799.97,73701.57,1232290.25,75579.67,1186062.46,-4642.92,0.823,4,22,6,75,70,5,11,7,71,8,0,0,14,42,0,1011,1,0.0,0.0,0.0,254311.2,0,84500.0,55,0,1412840.0,4
1006,9503658046,10,0,2024-02-12,0,27,26,75,0,97.0,2,20.273,0.0,3244.32,3475.34,73856.16,8899.52,180419.97,73300.0,1486010.9,76775.34,1497285.93,-2919.18,0.819,2,30,1,62,52,2,3,8,52,9,0,0,17,84,0,1011,1,0.0,0.0,0.0,313826.04,0,86000.0,100,0,1743478.0,4
1015,9503658069,10,0,2024-02-13,0,27,26,75,0,100.0,2,20.9,0.0,2519.5,3565.46,75080.98,8899.52,185999.97,73300.0,1531970.0,76865.46,1569192.48,-1784.48,0.819,4,1,0,103,95,6,12,7,181,8,0,0,17,175,0,1011,1,0.0,0.0,0.0,325413.0,0,86500.0,102,0,1807849.9999999998,4
1038,9503658105,10,0,2024-02-15,0,33,19,78,0,90.0,2,18.81,0.0,4403.36,1878.1,71197.12,8899.52,167399.97,73701.57,1386326.53,75579.67,1339217.83,-4382.55,0.823,4,22,6,75,70,5,11,7,71,8,0,0,14,42,0,1011,1,0.0,0.0,0.0,286100.1,0,84500.0,55,0,1589445.0,4
1045,9503658119,10,0,2024-02-15,0,33,19,87,0,100.0,2,20.9,0.0,2519.5,3572.33,73580.98,8899.52,185999.97,72184.68,1508659.81,75757.01,1537842.48,-2176.03,0.821,4,1,0,103,95,6,12,7,181,8,0,0,14,175,0,1011,1,0.0,0.0,0.0,319770.0,0,85000.0,104,0,1776499.9999999998,4
1057,9503658141,10,0,2024-02-16,0,33,19,87,0,50.0,2,10.45,0.0,3141.15,3364.21,71209.33,8899.52,92999.98,72184.68,754329.91,75548.89,744137.5,-4339.56,0.821,4,1,0,77,74,6,12,7,73,8,0,0,14,150,0,1011,1,0.0,0.0,0.0,156593.25,0,83250.0,100,0,869962.4999999999,4
1079,9503658182,10,0,2024-02-19,0,27,26,75,0,120.0,2,25.08,0.0,1913.88,3434.93,74186.6,8899.52,223199.96,73300.0,1838364.0,76734.93,1860599.93,-2548.33,0.819,2,30,1,62,52,2,3,8,52,9,0,0,17,84,0,1011,1,0.0,0.0,0.0,383724.0,0,85000.0,100,0,2131800.0,4
1083,9503658190,10,0,2024-02-19,0,18,15,99,0,143.0,2,29.887,0.0,0.0,3670.33,76600.48,8899.52,265979.95,72345.9,2162201.91,76016.23,2289358.55,584.25,0.821,7,6,2,303,288,14,5,7,257,8,0,0,11,41,0,1011,1,0.0,0.0,0.0,465340.59,0,86500.0,105,1000,2585225.5,4
1097,9503658211,10,0,2024-02-20,0,27,26,138,0,93.0,2,19.437,0.0,1127.9,3100.53,75224.52,8897.58,172942.26,64349.57,1250762.59,67450.1,1462139.0,7774.42,0.815,5,6,2,3,21,10,6,7,21,8,0,0,17,214,0,1011,1,0.0,0.0,0.0,298260.77,0,85250.0,90,0,1657004.25,4
1100,9503658219,10,0,2024-02-20,0,27,26,102,0,104.0,2,21.736,6015.7,4089.67,2997.52,74525.98,8900.05,193451.49,71118.0,1545820.85,74115.52,1619896.7,410.46,0.82,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,342403.43,0,81500.0,90,0,1771484.0,4
1101,9503658220,10,0,2024-02-20,0,27,26,102,0,104.0,2,21.736,6015.7,4089.67,2997.52,74525.98,8900.05,193451.49,71118.0,1545820.85,74115.52,1619896.7,410.46,0.82,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,342403.43,0,81500.0,90,0,1771484.0,4
1102,9503658221,10,0,2024-02-20,0,27,26,102,0,104.0,2,21.736,6015.7,4089.67,2997.52,74525.98,8900.05,193451.49,71118.0,1545820.85,74115.52,1619896.7,410.46,0.82,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,342403.43,0,81500.0,90,0,1771484.0,4
1104,9503658224,10,0,2024-02-20,0,27,26,75,0,100.0,2,20.9,0.0,2519.5,3766.1,74080.98,8899.52,185999.97,73300.0,1531970.0,77066.1,1548292.48,-2985.12,0.819,4,1,0,103,95,6,12,7,181,8,0,0,17,175,0,1011,1,0.0,0.0,0.0,321651.0,0,85500.0,109,0,1786949.9999999998,4
1117,9503658242,10,0,2024-02-21,0,27,26,102,0,105.0,2,21.945,6015.7,2440.19,2997.52,76175.46,8900.05,195311.6,71118.0,1560684.51,74115.52,1671670.47,2059.94,0.82,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,345695.77,0,81500.0,90,0,1788517.5,4
1118,9503658243,10,0,2024-02-21,0,27,26,102,0,104.0,2,21.736,6015.7,2463.65,2997.52,76152.0,8900.05,193451.49,71118.0,1545820.85,74115.52,1655239.87,2036.48,0.82,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,342403.43,0,81500.0,90,0,1771484.0,4
1130,9503658285,10,0,2024-02-22,0,33,19,107,0,80.0,2,16.72,0.0,4663.73,1878.1,70936.75,8899.52,148799.97,72935.89,1219488.08,74813.99,1186062.46,-3877.24,0.823,4,22,6,75,70,5,11,7,71,8,0,0,14,42,0,1011,1,0.0,0.0,0.0,254311.2,0,84500.0,55,0,1412840.0,4
1133,9503658288,10,0,2024-02-22,0,27,26,102,0,105.0,2,21.945,6488.7,4372.25,3000.14,74716.4,8900.05,195311.6,71118.0,1560684.51,74118.14,1639651.4,598.26,0.82,7,6,2,287,269,14,5,7,262,8,0,0,17,100,0,1011,1,0.0,0.0,0.0,347564.16,0,81500.0,90,0,1788517.5,4
1134,9503658289,10,0,2024-02-22,0,33,19,107,0,50.0,2,10.45,0.0,2900.19,3364.21,71450.29,8899.52,92999.98,72935.89,762180.05,76300.1,746655.53,-4849.81,0.823,4,1,0,77,74,6,12,7,73,8,0,0,14,150,0,1011,1,0.0,0.0,0.0,156593.25,0,83250.0,100,0,869962.4999999999,4
