,Invoice No,Line Item,Month,Order Date,Order Type,Material,Mat. Grp Desc,Batch No,Base UoM,Qty in Sales Unit,Sales Unit,Sales Qty,Frieght Charged,Freight Incurred,Interest,Net Value /KL (NET_VAL_KL),Packing Cost /KL,Total Packing Cost,RM Cost /KL,Total RM Cost,Total Variable Cost,Total Value,NET_CONT_KL,DENSITY,Sales District,Region,REG_DESC,Payer,Customer,Employee,Sales manager,Industry Code,Customer Grp,Industry Desc,MATKL,Mat Grp1 Text,Mat Grp 2 Text,City,Doc Curr,Plant,Plant Desc,CGST,SGST,UGST,IGST,Commission_N,Basic Sale Price,Credit Days,Discount,Revenue,hierarchical_cluster
65,9501684906,10,1,2024-01-11,0,12,21,9,0,11.942,0,11.942,0.0,1484.68,0.0,69515.32,0.0,0.0,71498.54,853835.56,71498.54,830151.95,-1983.22,0.824,5,13,5,170,166,11,10,7,158,8,0,0,14,89,0,1010,0,76309.38,76309.38,0.0,0.0,0,71000.0,0,0,847882.0,2
70,9501684936,10,1,2024-01-13,0,12,21,9,0,19.964,0,19.964,0.0,1091.78,3084.16,70908.22,0.0,0.0,71498.54,1427396.85,74582.7,1415611.7,-3674.48,0.824,5,13,5,159,149,11,10,7,142,8,0,0,14,157,0,1010,0,129366.72,129366.72,0.0,0.0,0,72000.0,106,0,1437408.0,2
75,9501684945,10,1,2024-01-13,0,6,30,11,0,10.012,0,10.012,0.0,696.16,4045.14,76303.84,0.0,0.0,69503.54,695869.44,73548.68,763954.05,2755.16,0.823,6,13,5,250,247,18,13,7,239,8,0,0,18,134,0,1010,0,69383.16,69383.16,0.0,0.0,0,77000.0,130,0,770924.0,2
85,9501684988,10,1,2024-01-16,0,12,21,9,0,19.891,0,19.891,0.0,1091.79,1733.63,70408.21,0.0,0.0,71498.54,1422177.46,73232.17,1400489.71,-2823.96,0.824,5,13,5,238,248,11,10,7,240,8,0,0,14,173,0,1010,0,127998.59,127998.59,0.0,0.0,0,71500.0,60,0,1422206.4999999998,2
89,9501685019,10,1,2024-01-17,0,12,21,9,0,11.954,0,11.954,0.0,1483.19,2618.63,70516.81,0.0,0.0,71498.54,854693.55,74117.17,842957.95,-3600.36,0.824,5,13,5,230,205,11,10,7,198,8,0,0,14,32,0,1010,0,77461.92,77461.92,0.0,0.0,0,72000.0,90,0,860688.0,2
91,9501685070,10,1,2024-01-18,0,12,21,9,0,19.988,0,19.988,0.0,1091.79,2600.45,70408.21,0.0,0.0,71498.54,1429112.82,74098.99,1407319.3,-3690.78,0.824,5,13,5,132,133,11,10,7,128,8,0,0,14,31,0,1010,0,128622.78,128622.78,0.0,0.0,0,71500.0,90,0,1429142.0,2
94,9501685075,10,1,2024-01-18,0,7,28,7,0,16.481,0,16.481,0.0,1286.33,3431.5,75213.67,0.0,0.0,72798.61,1199793.89,76230.11,1239596.5,-1016.44,0.824,5,13,5,159,149,11,10,7,142,8,0,0,17,157,0,1010,0,113471.69,113471.69,0.0,0.0,0,76500.0,111,0,1260796.5000000002,2
106,9501685113,10,1,2024-01-19,0,33,19,1,0,10.0,2,2.09,0.0,7427.75,1640.68,85148.8,8923.45,18650.01,72513.44,151553.09,74154.12,177960.99,10994.68,0.826,5,13,5,220,212,8,14,8,205,9,0,0,14,73,0,1010,0,0.0,0.0,0.0,38184.3,0,101500.0,40,0,212135.0,2
108,9501685115,10,1,2024-01-19,0,33,19,1,0,20.0,2,4.18,0.0,6859.57,2144.81,80716.98,8923.45,37300.02,72513.44,303106.18,74658.25,337396.98,6058.73,0.826,5,13,5,299,267,8,14,8,260,9,0,0,14,202,0,1010,0,0.0,0.0,0.0,72606.6,0,96500.0,55,0,403370.0,2
112,9501685139,10,1,2024-01-20,0,12,21,9,0,24.927,0,24.927,0.0,1508.0,2582.26,69492.0,0.0,0.0,71498.54,1782244.11,74080.8,1732227.08,-4588.8,0.824,5,13,5,201,189,11,10,7,183,8,0,0,14,193,0,1010,0,159283.53,159283.53,0.0,0.0,0,71000.0,90,0,1769817.0,2
113,9501685142,10,1,2024-01-20,0,7,28,7,0,11.905,0,11.905,0.0,2569.51,1806.37,71930.49,0.0,0.0,72798.61,866667.45,74604.98,856332.48,-2674.49,0.824,5,13,5,206,199,11,10,7,193,8,0,0,17,176,0,1010,0,79823.03,79823.03,0.0,0.0,0,74500.0,60,0,886922.5,2
117,9501685158,10,1,2024-01-20,0,12,21,9,0,11.966,0,11.966,0.0,1633.8,2655.0,71366.2,0.0,0.0,71498.54,855551.53,74153.54,853967.95,-2787.34,0.824,5,13,5,184,173,11,10,7,168,8,0,0,14,184,0,1010,0,78616.62,78616.62,0.0,0.0,0,73000.0,90,0,873518.0,2
131,9501685214,10,1,2024-01-24,0,12,21,15,0,12.007,0,12.007,0.0,1476.64,2582.26,69523.36,0.0,0.0,72513.44,870668.87,75095.7,834766.98,-5572.34,0.827,5,13,5,288,286,11,10,8,274,9,0,0,14,0,0,1010,0,76724.73,76724.73,0.0,0.0,0,71000.0,90,0,852497.0,2
158,9501685333,10,1,2024-01-29,0,12,21,9,0,19.91,1,24.163,0.0,1190.66,2946.88,71732.2,0.0,0.0,71498.54,1727619.22,74445.42,1733265.15,-2713.22,0.824,5,13,5,291,287,11,10,7,275,8,0,0,14,163,0,1010,0,158583.15,158583.15,0.0,0.0,0,72922.86,100,0,1762035.06618,2
180,9501685419,10,1,2024-01-31,0,12,21,9,0,20.024,0,20.024,0.0,1091.81,2812.6,71408.19,0.0,0.0,71498.54,1431686.76,74311.14,1429877.6,-2902.95,0.824,5,13,5,19,4,11,10,7,4,8,0,0,14,157,0,1010,0,130656.6,130656.6,0.0,0.0,0,72500.0,96,0,1451740.0,2
183,9501685430,10,1,2024-01-31,0,12,21,9,0,25.0,0,25.0,0.0,1503.6,2582.26,69496.4,0.0,0.0,71498.54,1787463.5,74080.8,1737410.0,-4584.4,0.824,5,13,5,201,189,11,10,7,183,8,0,0,14,193,0,1010,0,159750.0,159750.0,0.0,0.0,0,71000.0,90,0,1775000.0,2
186,9501685463,10,0,2024-02-01,0,12,21,9,0,27.888,0,27.888,0.0,988.81,2618.63,71011.19,0.0,0.0,71498.54,1993951.28,74117.17,1980360.07,-3105.98,0.824,5,13,5,159,149,11,10,7,142,8,0,0,14,157,0,1010,0,180714.24,180714.24,0.0,0.0,0,72000.0,90,0,2007936.0000000002,2
187,9501685464,10,0,2024-02-01,0,12,21,9,0,11.917,0,11.917,0.0,1606.95,0.0,69393.05,0.0,0.0,71498.54,852048.1,71498.54,826956.98,-2105.49,0.824,5,13,5,260,226,11,10,8,217,9,0,0,14,20,0,1010,0,76149.63,76149.63,0.0,0.0,0,71000.0,0,0,846107.0,2
198,9501685529,10,0,2024-02-03,0,12,21,20,0,20.012,0,20.012,0.0,1857.31,0.0,67142.69,0.0,0.0,71754.26,1435946.25,71754.26,1343659.51,-4611.57,0.824,5,13,5,258,230,11,10,8,222,9,0,0,14,67,0,1010,0,124274.52,124274.52,0.0,0.0,0,69000.0,0,0,1380828.0,2
223,9501685666,10,0,2024-02-08,0,12,21,25,0,24.91,0,24.91,0.0,1011.64,2564.08,69488.36,0.0,0.0,71458.88,1780040.7,74022.96,1730955.05,-4534.6,0.824,5,13,5,159,149,11,10,7,142,8,0,0,14,157,0,1010,0,158053.95,158053.95,0.0,0.0,0,70500.0,90,0,1756155.0,2
224,9501685668,10,0,2024-02-08,0,12,21,25,0,19.903,0,19.903,0.0,2312.97,0.0,66687.03,0.0,0.0,71458.88,1422246.09,71458.88,1327271.96,-4771.85,0.824,5,13,5,258,230,11,10,8,222,9,0,0,14,67,0,1010,0,123597.63,123597.63,0.0,0.0,0,69000.0,0,0,1373307.0,2
232,9501685713,10,0,2024-02-09,0,12,21,25,0,24.958,0,24.958,0.0,1009.7,2527.71,68490.3,0.0,0.0,71458.88,1783470.73,73986.59,1709380.91,-5496.29,0.824,5,13,5,227,209,11,10,7,202,8,0,0,14,102,0,1010,0,156112.29,156112.29,0.0,0.0,0,69500.0,90,0,1734581.0,2
233,9501685719,10,0,2024-02-09,0,33,19,9,0,5.0,2,1.045,0.0,6753.35,2200.38,83323.2,8923.45,9325.01,72795.16,76070.94,74995.54,87072.74,8327.66,0.824,5,13,5,222,212,8,14,8,205,9,0,0,14,135,0,1010,0,9310.95,9310.95,0.0,0.0,0,99000.0,55,0,103455.0,2
235,9501685725,10,0,2024-02-10,0,12,21,25,0,12.002,0,12.002,0.0,1477.25,0.0,69022.75,0.0,0.0,71458.88,857649.48,71458.88,828411.05,-2436.13,0.824,5,13,5,170,166,11,10,7,158,8,0,0,14,89,0,1010,0,76152.69,76152.69,0.0,0.0,0,70500.0,0,0,846141.0,2
236,9501685726,10,0,2024-02-10,0,12,21,25,0,24.946,0,24.946,0.0,2075.92,0.0,66924.08,0.0,0.0,71458.88,1782613.22,71458.88,1669488.1,-4534.8,0.824,5,13,5,241,241,11,10,8,233,9,0,0,14,176,0,1010,0,154914.66,154914.66,0.0,0.0,0,69000.0,0,0,1721274.0,2
246,9501685762,10,0,2024-02-12,0,12,21,20,0,19.867,0,19.867,0.0,574.31,5518.72,70925.69,0.0,0.0,71754.26,1425541.88,77272.98,1409080.68,-6347.29,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,127844.15,127844.15,0.0,0.0,0,71500.0,191,0,1420490.5,2
247,9501685763,10,0,2024-02-12,0,12,21,20,0,24.769,0,24.769,0.0,506.16,5518.72,70993.84,0.0,0.0,71754.26,1777281.27,77272.98,1758446.42,-6279.14,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,159388.52,159388.52,0.0,0.0,0,71500.0,191,0,1770983.4999999998,2
249,9501685765,10,0,2024-02-12,0,12,21,20,0,24.854,0,24.854,0.0,504.43,5518.72,70995.57,0.0,0.0,71754.26,1783380.38,77272.98,1764523.9,-6277.41,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,159935.49,159935.49,0.0,0.0,0,71500.0,191,0,1777061.0,2
251,9501685789,10,0,2024-02-13,0,12,21,28,0,24.976,0,24.976,0.0,1008.97,2564.08,69491.03,0.0,0.0,69061.48,1724879.52,71625.56,1735607.97,-2134.53,0.824,5,13,5,159,149,11,10,7,142,8,0,0,14,157,0,1010,0,158472.72,158472.72,0.0,0.0,0,70500.0,90,0,1760808.0,2
258,9501685856,10,0,2024-02-14,0,12,21,20,0,5.983,0,5.983,0.0,2963.4,0.0,68536.6,0.0,0.0,71754.26,429305.74,71754.26,410054.48,-3217.66,0.824,5,13,5,245,255,11,10,8,247,9,0,0,14,45,0,1010,0,38500.61,38500.61,0.0,0.0,0,71500.0,0,0,427784.5,2
259,9501685860,10,0,2024-02-15,0,12,21,20,0,11.93,0,11.93,0.0,1632.86,0.0,67367.14,0.0,0.0,71754.26,856028.32,71754.26,803689.98,-4387.12,0.824,5,13,5,197,195,11,10,8,189,9,0,0,14,174,0,1010,0,74085.3,74085.3,0.0,0.0,0,69000.0,0,0,823170.0,2
274,9501685906,10,0,2024-02-16,0,12,21,20,0,11.905,0,11.905,0.0,1489.29,2564.08,69010.71,0.0,0.0,71754.26,854234.47,74318.34,821572.5,-5307.63,0.824,5,13,5,288,286,11,10,8,274,9,0,0,14,0,0,1010,0,75537.23,75537.23,0.0,0.0,0,70500.0,90,0,839302.5,2
275,9501685911,10,0,2024-02-16,0,12,21,20,0,24.891,0,24.891,0.0,1117.87,2509.52,67882.13,0.0,0.0,71754.26,1786035.29,74263.78,1689654.1,-6381.65,0.824,5,13,5,227,209,11,10,7,202,8,0,0,14,102,0,1010,0,154573.11,154573.11,0.0,0.0,0,69000.0,90,0,1717478.9999999998,2
281,9501685934,10,0,2024-02-17,0,6,30,30,0,9.915,0,9.915,0.0,702.98,3992.6,75297.02,0.0,0.0,68788.53,682038.27,72781.13,746569.95,2515.89,0.823,6,13,5,250,247,18,13,7,239,8,0,0,18,134,0,1010,0,67818.6,67818.6,0.0,0.0,0,76000.0,130,0,753539.9999999999,2
284,9501685955,10,0,2024-02-19,0,12,21,20,0,11.917,0,11.917,0.0,2090.29,0.0,67909.71,0.0,0.0,71754.26,855095.52,71754.26,809280.01,-3844.55,0.824,5,13,5,260,226,11,10,8,217,9,0,0,14,20,0,1010,0,75077.1,75077.1,0.0,0.0,0,70000.0,0,0,834190.0,2
292,9501685991,10,0,2024-02-20,0,12,21,20,0,24.782,0,24.782,0.0,1016.87,2545.89,68983.13,0.0,0.0,71754.26,1778214.07,74300.15,1709539.93,-5317.02,0.824,5,13,5,33,34,11,10,12,34,12,0,0,14,157,0,1010,0,156126.6,156126.6,0.0,0.0,0,70000.0,90,0,1734740.0,2
293,9501685992,10,0,2024-02-20,0,12,21,20,0,19.879,0,19.879,0.0,1908.29,0.0,67091.71,0.0,0.0,71754.26,1426402.93,71754.26,1333716.1,-4662.55,0.824,5,13,5,258,230,11,10,8,222,9,0,0,14,67,0,1010,0,123448.59,123448.59,0.0,0.0,0,69000.0,0,0,1371651.0,2
300,9501686011,10,0,2024-02-20,0,7,28,35,0,18.726,0,18.726,0.0,595.54,5310.0,72404.46,0.0,0.0,68416.14,1281160.64,73726.14,1355845.92,-1321.68,0.824,6,13,5,31,37,16,9,7,37,8,0,0,17,6,0,1010,0,123029.82,123029.82,0.0,0.0,0,73000.0,180,0,1366998.0,2
317,9501686082,10,0,2024-02-22,0,12,21,20,0,24.903,0,24.903,0.0,1155.28,2869.18,69844.72,0.0,0.0,71754.26,1786896.34,74623.44,1739343.06,-4778.72,0.824,5,13,5,291,287,11,10,7,275,8,0,0,14,163,0,1010,0,159130.17,159130.17,0.0,0.0,0,71000.0,100,0,1768113.0,2
320,9501686106,10,0,2024-02-22,0,12,21,20,0,23.92,0,23.92,0.0,579.43,5200.89,70920.57,0.0,0.0,71754.26,1716361.9,76955.15,1696420.03,-6034.58,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,153925.2,153925.2,0.0,0.0,0,71500.0,180,0,1710280.0000000002,2
321,9501686107,10,0,2024-02-22,0,12,21,20,0,24.927,0,24.927,0.0,556.02,5200.89,70943.98,0.0,0.0,71754.26,1788618.44,76955.15,1768420.59,-6011.17,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,160405.25,160405.25,0.0,0.0,0,71500.0,180,0,1782280.5,2
329,9501686139,10,0,2024-02-23,0,12,21,20,0,24.915,0,24.915,0.0,969.3,2509.52,68030.7,0.0,0.0,71754.26,1787757.39,74263.78,1694984.89,-6233.08,0.824,5,13,5,227,209,11,10,7,202,8,0,0,14,102,0,1010,0,154722.15,154722.15,0.0,0.0,0,69000.0,90,0,1719135.0,2
334,9501686169,10,0,2024-02-24,0,33,19,25,0,8.0,2,1.672,0.0,9271.26,161.64,-8240.61,8969.35,14996.75,68964.0,115307.81,69125.64,-13778.3,-77366.25,0.829,6,13,5,337,314,15,14,13,301,13,0,0,14,142,0,1010,0,0.0,0.0,0.0,3009.6,0,10000.0,40,0,16720.0,2
335,9501686171,10,0,2024-02-24,0,12,21,20,0,11.942,0,11.942,0.0,1637.08,2636.82,70862.92,0.0,0.0,71754.26,856889.37,74391.08,846244.99,-3528.16,0.824,5,13,5,184,173,11,10,7,168,8,0,0,14,184,0,1010,0,77921.55,77921.55,0.0,0.0,0,72500.0,90,0,865795.0,2
345,9501686238,10,0,2024-02-27,0,12,21,20,0,11.833,0,11.833,0.0,1498.35,2545.89,68501.65,0.0,0.0,71754.26,849068.16,74300.15,810580.02,-5798.5,0.824,5,13,5,230,205,11,10,7,198,8,0,0,14,32,0,1010,0,74547.9,74547.9,0.0,0.0,0,70000.0,90,0,828310.0,2
346,9501686239,10,0,2024-02-27,0,12,21,20,0,24.806,0,24.806,0.0,1515.36,2527.71,67984.64,0.0,0.0,71754.26,1779936.17,74281.97,1686426.98,-6297.33,0.824,5,13,5,201,189,11,10,7,183,8,0,0,14,193,0,1010,0,155161.53,155161.53,0.0,0.0,0,69500.0,90,0,1724017.0,2
348,9501686241,10,0,2024-02-27,0,12,21,20,0,24.806,0,24.806,0.0,584.13,2335.75,67415.87,0.0,0.0,71754.26,1779936.17,74090.01,1672318.07,-6674.14,0.824,6,13,5,316,297,15,14,7,285,8,0,0,14,160,0,1010,0,151812.72,151812.72,0.0,0.0,0,68000.0,85,0,1686808.0,2
351,9501686253,10,0,2024-02-27,0,12,21,20,0,24.818,0,24.818,0.0,973.08,2509.52,68026.92,0.0,0.0,71754.26,1780797.22,74263.78,1688292.1,-6236.86,0.824,5,13,5,227,209,11,10,7,202,8,0,0,14,102,0,1010,0,154119.78,154119.78,0.0,0.0,0,69000.0,90,0,1712442.0,2
352,9501686257,10,0,2024-02-27,0,12,21,20,0,11.917,0,11.917,0.0,1973.65,0.0,68026.35,0.0,0.0,71754.26,855095.52,71754.26,810670.01,-3727.91,0.824,5,13,5,243,225,11,10,8,216,9,0,0,14,189,0,1010,0,75077.1,75077.1,0.0,0.0,0,70000.0,0,0,834190.0,2
362,9501686327,10,0,2024-02-29,0,12,21,20,0,10.922,0,10.922,0.0,1623.33,0.0,67876.67,0.0,0.0,71754.26,783700.03,71754.26,741348.99,-3877.59,0.824,5,13,5,322,305,11,10,8,292,9,0,0,14,183,0,1010,0,68317.11,68317.11,0.0,0.0,0,69500.0,0,0,759079.0,2
373,9501686373,10,2,2024-03-01,0,27,26,35,0,10.0,2,2.09,0.0,3101.86,0.0,76299.54,8598.6,17971.07,68964.0,144134.76,68964.0,159466.04,7335.54,0.824,5,13,5,272,227,8,14,8,218,9,0,0,17,101,0,1010,0,16552.8,16552.8,0.0,0.0,0,88000.0,0,0,183920.0,2
384,9501686392,10,2,2024-03-01,0,12,21,41,0,11.93,0,11.93,0.0,1638.73,0.0,68361.27,0.0,0.0,67695.0,807601.35,67695.0,815549.95,666.27,0.824,5,13,5,260,226,11,10,8,217,9,0,0,14,20,0,1010,0,75159.0,75159.0,0.0,0.0,0,70000.0,0,0,835100.0,2
407,9501686490,10,2,2024-03-05,0,12,21,41,0,11.966,0,11.966,0.0,1481.7,2564.08,69018.3,0.0,0.0,67695.0,810038.37,70259.08,825872.98,-1240.78,0.824,5,13,5,132,133,11,10,7,128,8,0,0,14,31,0,1010,0,75924.27,75924.27,0.0,0.0,0,70500.0,90,0,843603.0,2
409,9501686496,10,2,2024-03-05,0,12,21,41,0,11.99,0,11.99,0.0,1478.73,0.0,69021.27,0.0,0.0,67695.0,811663.05,67695.0,827565.03,1326.27,0.824,5,13,5,170,166,11,10,7,158,8,0,0,14,89,0,1010,0,76076.55,76076.55,0.0,0.0,0,70500.0,0,0,845295.0,2
414,9501686531,10,2,2024-03-07,0,33,19,20,0,8.0,2,1.672,0.0,4025.72,1317.4,68407.97,9066.31,15158.87,71754.26,119973.12,73071.66,114378.13,-4663.69,0.824,6,13,5,213,214,15,14,8,205,9,0,0,14,151,0,1010,0,12264.12,12264.12,0.0,0.0,0,81500.0,40,0,136268.0,2
427,9501686594,10,2,2024-03-09,0,12,21,41,0,11.99,0,11.99,0.0,2793.99,0.0,71206.01,0.0,0.0,67695.0,811663.05,67695.0,853760.06,3511.01,0.824,5,13,5,121,114,11,10,8,109,9,0,0,14,109,0,1010,0,79853.4,79853.4,0.0,0.0,0,74000.0,0,0,887260.0,2
429,9501686609,10,2,2024-03-09,0,12,21,41,0,24.575,0,24.575,0.0,1819.29,0.0,67680.71,0.0,0.0,67695.0,1663604.63,67695.0,1663253.45,-14.29,0.824,5,13,5,201,189,11,10,7,183,8,0,0,14,193,0,1010,0,153716.63,153716.63,0.0,0.0,0,69500.0,0,0,1707962.5,2
491,9501686775,10,2,2024-03-14,0,12,21,41,0,11.541,0,11.541,0.0,1659.3,0.0,69340.7,0.0,0.0,67695.0,781268.0,67695.0,800261.02,1645.7,0.824,5,13,5,260,226,11,10,8,217,9,0,0,14,20,0,1010,0,73746.99,73746.99,0.0,0.0,0,71000.0,0,0,819411.0,2
503,9501686830,10,2,2024-03-15,0,12,21,41,0,5.947,0,5.947,0.0,2981.34,0.0,70018.66,0.0,0.0,67695.0,402582.17,67695.0,416400.97,2323.66,0.824,5,13,5,245,255,11,10,8,247,9,0,0,14,45,0,1010,0,39071.79,39071.79,0.0,0.0,0,73000.0,0,0,434131.0,2
504,9501686844,10,2,2024-03-16,0,12,21,41,0,20.425,0,20.425,0.0,574.32,5200.89,70925.68,0.0,0.0,67695.0,1382670.38,72895.89,1448657.01,-1970.21,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,131434.88,131434.88,0.0,0.0,0,71500.0,180,0,1460387.5,2
505,9501686845,10,2,2024-03-16,0,12,21,41,0,25.0,0,25.0,0.0,554.4,5200.89,70945.6,0.0,0.0,67695.0,1692375.0,72895.89,1773640.0,-1950.29,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,160875.0,160875.0,0.0,0.0,0,71500.0,180,0,1787500.0,2
506,9501686847,10,2,2024-03-16,0,12,21,41,0,24.381,0,24.381,0.0,568.48,5200.89,70931.52,0.0,0.0,67695.0,1650471.8,72895.89,1729381.39,-1964.37,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,156891.74,156891.74,0.0,0.0,0,71500.0,180,0,1743241.5,2
507,9501686853,10,2,2024-03-16,0,25,29,58,0,9.0,2,1.881,0.0,1549.71,2022.57,80466.19,8984.1,16899.09,66206.62,124534.65,68229.19,151356.9,12237.0,0.841,5,13,5,223,211,8,14,8,205,9,0,0,18,135,0,1010,0,15405.39,15405.39,0.0,0.0,0,91000.0,55,0,171171.0,2
512,9501686907,10,2,2024-03-19,0,12,21,41,0,11.954,0,11.954,0.0,1483.19,0.0,69516.81,0.0,0.0,67695.0,809226.03,67695.0,831003.95,1821.81,0.824,5,13,5,170,166,11,10,7,158,8,0,0,14,89,0,1010,0,76386.06,76386.06,0.0,0.0,0,71000.0,0,0,848734.0,2
526,9501686955,10,2,2024-03-20,0,12,21,41,0,15.097,0,15.097,0.0,554.02,5287.57,70945.98,0.0,0.0,67695.0,1021991.42,72982.57,1071071.46,-2036.59,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,97149.2,97149.2,0.0,0.0,0,71500.0,183,0,1079435.5,2
535,9501686988,10,2,2024-03-21,0,12,21,41,0,11.93,0,11.93,0.0,1486.17,2600.45,70013.83,0.0,0.0,67695.0,807601.35,70295.45,835264.99,-281.62,0.824,5,13,5,288,286,11,10,8,274,9,0,0,14,0,0,1010,0,76769.55,76769.55,0.0,0.0,0,71500.0,90,0,852995.0,2
541,9501687014,10,2,2024-03-21,0,12,21,41,0,34.879,0,34.879,0.0,519.11,5287.57,70980.89,0.0,0.0,67695.0,2361133.91,72982.57,2475742.46,-2001.68,0.824,6,13,5,31,37,16,9,7,37,8,0,0,14,6,0,1010,0,224446.37,224446.37,0.0,0.0,0,71500.0,183,0,2493848.5,2
545,9501687023,10,2,2024-03-22,0,12,21,41,0,11.917,0,11.917,0.0,4178.9,0.0,69021.1,0.0,0.0,67695.0,806721.32,67695.0,822524.45,1326.1,0.824,4,1,0,330,312,6,12,8,298,9,0,0,14,118,0,1010,0,0.0,0.0,0.0,159806.97,1300,74500.0,0,0,887816.5,2
547,9501687047,10,2,2024-03-22,0,6,30,44,0,9.927,0,9.927,0.0,702.13,4698.99,75297.87,0.0,0.0,68638.03,681369.72,73337.02,747481.96,1960.85,0.827,6,13,5,250,247,18,13,7,239,8,0,0,18,134,0,1010,0,67900.68,67900.68,0.0,0.0,0,76000.0,153,0,754452.0,2
